IMDB ID,BoxOffice,Country,Director,Genre,Plot,Rated,Released,Runtime,Title,Year,imdbRating,imdbVotes,budget,popularity,vote_average,vote_count
tt0383060,"$11,989,328",United States,Peter Hewitt,"['Action', 'Adventure', 'Comedy']",Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.,PG,11 Aug 2006,83 min,Zoom,2006,4.4,"23,158",75600000.0,1.3539160714285714,5.3,607.0
tt0469263,"$11,003,643",United States,Michael Polish,"['Adventure', 'Drama', 'Sci-Fi']","A NASA astronaut, forced to retire years earlier so he could save his family farm, has never given up his dream of space travel and looks to build his own rocket, despite the government's threats to stop him.",PG,23 Feb 2007,104 min,The Astronaut Farmer,2006,6.3,"23,486",13000000.0,0.48014375,6.2,344.0
tt0805526,"$10,178,331",United States,Alex Kendrick,"['Drama', 'Sport']","A losing coach and his underdog football team face their giants of fear and failure on and off the field, with surprising results.",PG,29 Sep 2006,111 min,Facing the Giants,2006,6.5,"18,384",100000.0,2.30403125,7.5,448.0
tt0462200,"$9,396,870",United States,Craig Brewer,"['Drama', 'Music']","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",R,02 Mar 2007,116 min,Black Snake Moan,2006,6.9,"67,347",15000000.0,0.8594482142857143,6.839,877.0
tt0453494,"$8,117,637",United States,Wil Shriner,"['Adventure', 'Comedy', 'Family']","A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",PG,05 May 2006,91 min,Hoot,2006,5.5,"8,955",15000000.0,0.7201624999999999,5.6,127.0
tt0448075,"$7,836,393",United States,Patrick Stettner,"['Crime', 'Drama', 'Horror']","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",R,04 Aug 2006,91 min,The Night Listener,2006,5.9,"16,200",4000000.0,0.3651348214285714,5.5,272.0
tt0465142,"$7,191,830",United States,Paul Weitz,"['Comedy', 'Music']",A popular television music talent competition hosted by a pompous egomaniac becomes the setting for an assassination attempt when the President of the United States becomes a celebrity judge in an attempt to rehabilitate his image.,PG-13,21 Apr 2006,107 min,American Dreamz,2006,5.5,"25,404",17000000.0,0.6072142857142858,5.0,298.0
tt0462338,"$7,164,995",United States,Lasse Hallström,"['Biography', 'Comedy', 'Drama']","In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",R,20 Apr 2007,116 min,The Hoax,2006,6.7,"17,321",25000000.0,0.7434696428571429,6.3,214.0
tt0490196,"$7,061,128",United States,Nnegest Likké,['Comedy'],"An edgy comedy about two frustrated plus-sized women obsessed with their weight while struggling to find love and acceptance in a world full of ""hot-bodied"" babes.",PG-13,07 Apr 2006,99 min,Phat Girlz,2006,3.3,"9,488",3000000.0,0.6235392857142857,4.6,63.0
tt0454970,"$7,027,762",United States,John Stockwell,"['Horror', 'Mystery', 'Thriller']",A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.,R,01 Dec 2006,93 min,Turistas,2006,5.4,"41,394",10000000.0,0.8860053571428572,5.5,834.0
tt0439289,"$7,022,827",United States,Ryan Murphy,"['Comedy', 'Drama']","A teenage boy comes of age in the 1970's, sent by his neurotic, pretentious mother to live with a jolly, vulgar psychiatrist and his eccentric extended family.",R,27 Oct 2006,116 min,Running with Scissors,2006,6.1,"23,329",12000000.0,0.5514401785714286,5.8,245.0
tt0473024,"$7,009,668",United States,Preston A. Whitmore II,"['Action', 'Sport']",The lives of a gifted athlete and his best friend change when they take a fateful trip to Los Angeles. The young hopefuls must use every skill at their command to topple the reigning street ball champions from their thrones.,PG-13,01 Sep 2006,95 min,Crossover,2006,2.2,"9,490",5800000.0,0.3170741071428571,3.6,36.0
tt0470765,"$5,549,923",United States,Christopher Guest,['Comedy'],"Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",PG-13,22 Nov 2006,86 min,For Your Consideration,2006,6.3,"16,357",12000000.0,0.7489571428571429,5.787,167.0
tt0405296,"$5,501,616",United States,Richard Linklater,"['Animation', 'Comedy', 'Crime']",An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,R,28 Jul 2006,100 min,A Scanner Darkly,2006,7.0,"118,800",8700000.0,0.649,6.8,1787.0
tt0404203,"$5,463,019",United States,Todd Field,"['Drama', 'Romance']","The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",R,09 Feb 2007,137 min,Little Children,2006,7.5,"118,331",26000000.0,2.421202678571429,7.1,1040.0
tt0468489,"$2,697,938",United States,Ryan Fleck,['Drama'],An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,R,22 Sep 2006,106 min,Half Nelson,2006,7.1,"93,165",700000.0,0.8749089285714285,6.6,878.0
tt0367027,"$2,016,181",United States,John Cameron Mitchell,"['Comedy', 'Drama', 'Romance']","A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",Not Rated,20 Oct 2006,101 min,Shortbus,2006,6.4,"35,891",2000000.0,2.4935910714285714,6.3,523.0
tt0489037,"$1,678,874",United States,Chris Paine,['Documentary'],"A documentary that investigates the birth and death of the electric car, as well as the role of renewable energy and sustainable living in the future.",PG,04 Aug 2006,92 min,Who Killed the Electric Car?,2006,7.6,"12,830",1000000.0,0.5075446428571428,7.262,185.0
tt0452624,"$1,308,696",United States,Steven Soderbergh,"['Drama', 'Mystery', 'Romance']","While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation that involves his former mistress and his driver.",R,19 Jan 2007,105 min,The Good German,2006,6.0,"26,248",32000000.0,0.5982241071428572,5.8,315.0
tt0420609,"$1,151,330",United States,Douglas McGrath,"['Biography', 'Crime', 'Drama']","While researching his novel ""In Cold Blood"", Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",R,13 Oct 2006,110 min,Infamous,2006,7.0,"18,382",13000000.0,0.5595223214285714,6.5,204.0
tt0443431,"$654,132",United States,Todd Stephens,"['Comedy', 'Romance']",Four gay high school friends make a pact to lose their virginity before they go to college.,Not Rated,03 May 2007,92 min,Another Gay Movie,2006,5.0,"9,575",500000.0,0.5871642857142857,5.993,205.0
tt0433398,"$641,039",United States,Ham Tran,['Drama'],"Thirteen years after the end of the Vietnam War, a family who was tragically affected by the war are forced to emigrate to America.",R,21 Apr 2006,135 min,Journey from the Fall,2006,7.2,944,1300000.0,0.12798214285714285,6.1,10.0
tt0398842,"$617,236",United States,Armand Mastroianni,"['Adventure', 'Drama']",An adaptation of James Redfield's novel about the search for a sacred manuscript in the Peruvian rain forest.,PG,20 Jul 2006,99 min,The Celestine Prophecy,2006,4.8,"4,064",10000000.0,0.8605776785714286,5.0,72.0
tt0453453,"$472,185",United States,Frank Sebastiano,"['Comedy', 'Sport']",An unemployed slacker inspires his softball teammates to improve their game so they won't get kicked out of the local league.,R,22 Oct 2021,86 min,Beer League,2006,5.9,"8,563",2800000.0,0.5042973214285714,5.159,66.0
tt0457303,"$464,991",United States,Kurt Hale,"['Comedy', 'Sport']",Dennis Buckstead has the hardest calling in his church: Not only has he been asked to coach a group of non-basketball players in his church but the bishop has demanded that he lead the team to the Basketball Championship. Word fro...,PG,17 Mar 2006,91 min,Church Ball,2006,4.2,520,1000000.0,0.20227767857142856,3.5,6.0
