IMDB ID,BoxOffice,Country,Director,Genre,Plot,Rated,Released,Runtime,Title,Year,imdbRating,imdbVotes,budget,popularity,vote_average,vote_count
tt0090209,"$19,632",United States,Alan Rudolph,"['Comedy', 'Crime', 'Drama']","The lives of an ex-con, a coffee-shop owner, and a young couple looking to make it rich intersect in the fictional and hypnotic Rain City.",R,01 Mar 1986,111 min,Trouble in Mind,1985,6.4,"2,512",3000000,0.9775,5.7,39
tt0088967,"$5,101",United States,Sam Raimi,"['Comedy', 'Crime', 'Horror']","A pair of whacked-out cartoon-like exterminator/hitmen kill the owner of a burglar-alarm company, and stalk the partner who hired them, his wife, and a nerd framed for the murder, who tells the story in flashback from the electric...",PG-13,25 Apr 1986,86 min,Crimewave,1985,5.6,"6,906",3000000,0.7381,5.531,145
tt0116629,"$306,169,268",United States,Roland Emmerich,"['Action', 'Adventure', 'Sci-Fi']","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",PG-13,03 Jul 1996,145 min,Independence Day,1996,7.0,"620,895",75000000,6.8364,6.891,9733
tt0117998,"$241,830,615",United States,Jan de Bont,"['Action', 'Adventure', 'Thriller']",Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,PG-13,10 May 1996,113 min,Twister,1996,6.5,"240,389",92000000,10.1697,6.5,3531
tt0117060,"$180,981,856",United States,Brian De Palma,"['Action', 'Adventure', 'Thriller']","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",PG-13,22 May 1996,110 min,Mission: Impossible,1996,7.2,"485,758",80000000,8.0397,6.99,9075
tt0116695,"$153,952,592",United States,Cameron Crowe,"['Comedy', 'Drama', 'Romance']","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",R,13 Dec 1996,139 min,Jerry Maguire,1996,7.3,"296,619",50000000,3.6174,6.965,3366
tt0117438,"$136,492,681",United States,Ron Howard,"['Action', 'Crime', 'Drama']","Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",R,08 Nov 1996,121 min,Ransom,1996,6.7,"138,746",80000000,1.7935,6.684,1899
tt0117500,"$134,069,511",United States,Michael Bay,"['Action', 'Adventure', 'Thriller']","A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",R,07 Jun 1996,136 min,The Rock,1996,7.4,"366,443",75000000,5.9008,7.13,4792
tt0117218,"$128,814,019",United States,Tom Shadyac,"['Comedy', 'Romance', 'Sci-Fi']",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,PG-13,28 Jun 1996,95 min,The Nutty Professor,1996,5.7,"126,355",54000000,2.8397,5.635,2947
tt0115685,"$124,060,553",United States,Mike Nichols,['Comedy'],"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents.",R,08 Mar 1996,117 min,The Birdcage,1996,7.2,"104,883",31000000,2.5243,7.0,1177
tt0117913,"$108,766,007",United States,Joel Schumacher,"['Crime', 'Drama', 'Thriller']",A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,R,24 Jul 1996,149 min,A Time to Kill,1996,7.5,"186,523",40000000,3.0244,7.4,2601
tt0116313,"$105,489,203",United States,Hugh Wilson,['Comedy'],"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",PG,20 Sep 1996,103 min,The First Wives Club,1996,6.4,"55,772",26000000,1.6544,6.7,762
tt0117333,"$104,636,382",United States,Jon Turteltaub,"['Drama', 'Fantasy', 'Romance']","An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",PG,03 Jul 1996,123 min,Phenomenon,1996,6.4,"85,730",32000000,1.8915,6.4,1196
tt0117571,"$103,046,663",United States,Wes Craven,"['Horror', 'Mystery']","A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",R,20 Dec 1996,111 min,Scream,1996,7.4,"414,194",14000000,9.0614,7.411,7214
